-2280.000000,-2280.000000,-2280.000000,-114
240.000000,-2040.000000,2520.000000,-102
-255.000000,-2295.000000,-495.000000,0
153.000000,-2142.000000,408.000000,-5
857.000000,-1285.000000,704.000000,50
184.000000,-1101.000000,-673.000000,52
1086.000000,-15.000000,902.000000,63
679.000000,664.000000,-407.000000,88
1148.000000,1812.000000,469.000000,91
1368.000000,3180.000000,220.000000,125
2280.000000,5460.000000,912.000000,182
2433.000000,7893.000000,153.000000,200
3039.000000,10932.000000,606.000000,200
3042.000000,13974.000000,3.000000,200
2286.000000,16260.000000,-756.000000,200
2736.000000,18996.000000,450.000000,200
3633.000000,22629.000000,897.000000,200
4965.000000,27594.000000,1332.000000,200
4701.000000,32295.000000,-264.000000,200
4884.000000,37179.000000,183.000000,200
4764.000000,41943.000000,-120.000000,200
4839.000000,46782.000000,75.000000,200
4380.000000,51162.000000,-459.000000,200
4416.000000,55578.000000,36.000000,200
4902.000000,60480.000000,486.000000,200
5127.000000,65607.000000,225.000000,200
3282.000000,68889.000000,-1845.000000,200
1917.000000,70806.000000,-1365.000000,200
2136.000000,72942.000000,219.000000,200
1608.000000,74550.000000,-528.000000,187
1275.000000,75825.000000,-333.000000,144
933.000000,76758.000000,-342.000000,110
939.000000,77697.000000,6.000000,93
186.000000,77883.000000,-753.000000,56
0.000000,77883.000000,-186.000000,9
-375.000000,77508.000000,-375.000000,-18
378.000000,77886.000000,753.000000,0
558.000000,78444.000000,180.000000,46
0.000000,78444.000000,-558.000000,27
189.000000,78633.000000,189.000000,9
186.000000,78819.000000,-3.000000,18
-558.000000,78261.000000,-744.000000,-18
-3.000000,78258.000000,555.000000,-28
561.000000,78819.000000,564.000000,27
558.000000,79377.000000,-3.000000,55
564.000000,79941.000000,6.000000,56
-1122.000000,78819.000000,-1686.000000,-27
-933.000000,77886.000000,189.000000,-102
-372.000000,77514.000000,561.000000,-65
-375.000000,77139.000000,-3.000000,-37
-1116.000000,76023.000000,-741.000000,-74
-3.000000,76020.000000,1113.000000,-55
-375.000000,75645.000000,-372.000000,-18
-378.000000,75267.000000,-3.000000,-37
-366.000000,74901.000000,12.000000,-37
-567.000000,74334.000000,-201.000000,-46
558.000000,74892.000000,1125.000000,0
933.000000,75825.000000,375.000000,74
-192.000000,75633.000000,-1125.000000,37
